 -0.21518E-01 -0.57356E+00  0.18000E+01  0.14979E+01  0.42929E+01 -0.11343E+02
 -0.33432E+01  0.29348E+02  0.15111E+01 -0.15643E+02 -0.46726E+02  0.43607E+02
  0.31833E+02 -0.17677E+01 -0.84679E+02  0.24835E+02  0.48003E+02  0.26168E+02
 -0.48463E+02 -0.40335E+02  0.33610E+02  0.76275E+02  0.33233E+02 -0.21526E+02
  0.27571E+02  0.23015E+02  0.59039E+02 -0.82528E+02 -0.48062E+02  0.44984E+02
  0.52211E+02 -0.81225E+02 -0.81889E+02 -0.68441E+01  0.11678E+03 -0.47504E+02
 -0.99393E+02  0.22662E+02  0.72464E+02  0.33567E+02 -0.10472E+03  0.58913E+02
 -0.18239E+02 -0.36835E+02 -0.32069E+02  0.63739E+02 -0.41102E+02 -0.55425E+02
  0.57288E+02  0.39527E+01  0.39693E+02 -0.25990E+02 -0.27987E+02 -0.56193E+02
 -0.52838E+02 -0.14100E+02  0.69147E+02 -0.40570E+02 -0.29103E+02  0.55177E+02
  0.19172E+02 -0.23519E+02 -0.25085E+02  0.15266E+02  0.86164E+01 -0.49665E+02
 -0.24960E+01  0.13141E+03 -0.24010E+02 -0.22763E+00  0.12504E+03 -0.12523E+02
 -0.13041E+03  0.46120E+02  0.67908E+02 -0.53036E+02  0.36746E+02  0.24328E+02
 -0.74803E+02  0.68029E+02  0.69074E+02 -0.11013E+03  0.45974E+02  0.11828E+02
 -0.18135E+02 -0.21418E+01  0.14055E+02  0.26509E+01 -0.28658E+02  0.11730E+02
 -0.61414E+02  0.28805E+02  0.31925E+02 -0.14846E+02 -0.29911E+02 -0.72729E+02
  0.73294E+02  0.13784E+02 -0.24456E+02  0.49821E+02 -0.57241E+02  0.20753E+02
  0.45222E+02 -0.56907E+02 -0.15065E+02  0.76505E+02 -0.49961E+02 -0.24832E+02
  0.85198E+02 -0.85880E+02 -0.66754E+02  0.85825E+02 -0.31969E+02 -0.77444E+02
  0.56633E+02  0.78141E+02 -0.14614E+03 -0.48314E+02  0.82236E+02  0.10905E+02
 -0.14324E+02 -0.26943E+02  0.26070E+02  0.21199E+01  0.69605E+02  0.24359E+02
 -0.46543E+02  0.55664E+01 -0.20916E+02 -0.11886E+02 -0.47796E+02  0.29490E+02
 -0.75032E+02 -0.81963E+02  0.43948E+02 -0.77976E+02 -0.12771E+03 -0.60139E+02
 -0.51724E+02 -0.13429E+03 -0.50801E+02 -0.72666E+02 -0.89792E+02 -0.35117E+02
 -0.94517E+02 -0.10476E+02  0.22971E+02  0.11062E+02 -0.39722E+02 -0.71413E+02
  0.58806E+02  0.32456E+02  0.16916E+03  0.20382E+03  0.25972E+03  0.13170E+03
  0.51007E+02  0.25056E+03  0.15773E+03  0.16242E+03  0.25228E+03  0.29424E+03
  0.21891E+03  0.57974E+02  0.72590E+02  0.13872E+03  0.25285E+03  0.17380E+03
 -0.16640E+03 -0.27700E+03 -0.93871E+02  0.16929E+03  0.23335E+03  0.15831E+03
 -0.74754E+02 -0.49110E+03 -0.50758E+03 -0.11831E+03 -0.99907E+02 -0.16064E+03
  0.70005E+01  0.12325E+03 -0.12320E+02 -0.22931E+03 -0.11751E+03  0.20968E+02
 -0.48206E+02 -0.12225E+03  0.74736E+02  0.10696E+02 -0.29569E+03 -0.43409E+03
 -0.23742E+03  0.16129E+03  0.14803E+03 -0.23908E+02  0.63488E+02  0.25763E+03
  0.21849E+03 -0.56837E+02 -0.13928E+03 -0.26354E+02 -0.37371E+02  0.50730E+02
  0.17174E+03  0.75201E+02 -0.21590E+03 -0.13473E+03  0.25208E+03  0.31321E+03
  0.14788E+03  0.13925E+03  0.18109E+03  0.18516E+03  0.14679E+03  0.77400E+02
 -0.85446E+02 -0.48220E+03 -0.25102E+03 -0.64443E+02 -0.19297E+03 -0.30199E+03
 -0.18199E+03  0.48771E+02 -0.10811E+03 -0.66099E+02 -0.63842E+02 -0.80564E+02
 -0.90097E+02 -0.99312E+02 -0.50808E+02 -0.82110E+02 -0.11288E+03  0.28291E+02
  0.12369E+03  0.14869E+03  0.14915E+03  0.20336E+03  0.31210E+03  0.23369E+03
 -0.34827E+02 -0.23432E+03  0.87051E+00  0.30307E+03  0.16163E+03 -0.96786E+02
  0.82131E+01  0.11171E+03  0.84530E+02  0.16033E+02 -0.63808E+02 -0.23622E+03
 -0.14147E+03  0.25803E+03  0.22608E+03 -0.22193E+02 -0.12969E+03 -0.75137E+02
 -0.36734E+02 -0.32142E+02 -0.13151E+03  0.10142E+02  0.31657E+03  0.21902E+03
 -0.29660E+02 -0.20043E+03 -0.25499E+03 -0.29524E+03 -0.22969E+03 -0.16988E+03
 -0.15095E+02  0.27446E+03  0.16665E+03  0.14878E+03  0.19710E+03  0.13139E+03
  0.46212E+02 -0.96104E+02 -0.25174E+03 -0.13221E+03  0.47898E+02 -0.13598E+02
 -0.13252E+03 -0.13952E+03  0.73998E+01  0.11901E+03  0.11532E+03 -0.15824E+03
 -0.49858E+02  0.19506E+03  0.27771E+03  0.18633E+03  0.56509E+02  0.72551E+02
  0.48720E+02  0.49542E+02 -0.10636E+03  0.29917E+01 -0.18392E+02 -0.36295E+03
 -0.42278E+03 -0.14265E+03 -0.41196E+02 -0.39414E+02 -0.38734E+02 -0.55913E+02
  0.35044E+02 -0.12613E+03 -0.17260E+03 -0.61596E+01 -0.21617E+02 -0.52218E+02
  0.12054E+03  0.20308E+03  0.21652E+03  0.16007E+03 -0.95414E+02  0.32983E+02
  0.11815E+03  0.20038E+02  0.91371E+02  0.95256E+02  0.22151E+03  0.20801E+03
  0.16906E+03  0.11370E+03 -0.21695E+02  0.81161E+01  0.18286E+02 -0.98983E+02
 -0.27978E+02  0.68120E+02  0.45198E+02 -0.61078E+02 -0.10077E+03  0.76427E+02
  0.41162E+02  0.62948E+02  0.10415E+02 -0.39491E+02 -0.31084E-01  0.13465E+03
  0.15516E+03  0.18143E+02 -0.12451E+03 -0.23171E+03 -0.96045E+02 -0.89212E+02
 -0.83451E+02 -0.13651E+03 -0.24853E+03 -0.22046E+03  0.54543E+02  0.22619E+03
  0.61217E+02 -0.47399E+02 -0.82533E+01  0.14636E+03  0.14974E+03 -0.37602E+02
 -0.96002E+02 -0.52946E+02 -0.36785E+02  0.13316E+02  0.40739E+02  0.32808E+02
  0.54151E+02  0.11577E+03  0.99620E+02  0.94137E+01  0.24933E+02  0.43643E+01
  0.22979E+01  0.88463E+02 -0.52308E+02 -0.15885E+03 -0.18765E+03 -0.13809E+03
 -0.88282E+01  0.11387E+03 -0.18256E+02 -0.11806E+03  0.36321E+02  0.65615E+02
 -0.18262E+02 -0.15051E+03 -0.54966E+02  0.35711E+02  0.60585E+01 -0.35599E+02
 -0.12549E+03 -0.95841E+02 -0.53754E+02 -0.94859E+01 -0.12320E+03 -0.21784E+03
 -0.10750E+03  0.19778E+02  0.63628E+02 -0.40601E+02 -0.90943E+02  0.11878E+02
  0.31422E+02  0.76088E+00  0.24936E+02  0.18675E+02  0.21800E+02  0.76456E+02
  0.12072E+03  0.59802E+02  0.41922E+02  0.65255E+02  0.87724E+02  0.71348E+02
 -0.42059E+02 -0.52417E+02  0.12691E+02  0.83301E+02  0.33246E+02 -0.47099E+02
  0.49980E+02  0.17543E+03  0.15414E+03  0.36397E+02  0.37427E+02  0.54801E+02
