 -0.21093E+02 -0.30944E+02 -0.25836E+02 -0.12368E+02 -0.16948E+01  0.12994E+01
  0.93542E+00  0.17609E+01  0.25100E+01  0.11214E+01 -0.31876E+01 -0.65178E+01
 -0.44738E+01  0.11553E+01  0.62827E+01  0.75291E+01  0.34966E+01  0.27438E+01
  0.10122E+02  0.19109E+02  0.18387E+02  0.95445E+01 -0.18796E+01 -0.91384E+01
 -0.98583E+01 -0.68112E+01 -0.26716E+01  0.17035E+01  0.23196E+01 -0.34274E+01
 -0.10647E+02 -0.10382E+02 -0.35122E+01  0.32027E+01  0.45086E+01  0.22782E+00
 -0.31111E+01 -0.35278E+01 -0.34633E+01 -0.38903E+01 -0.46787E+01 -0.54445E+01
 -0.60823E+01 -0.57678E+01 -0.35657E+01 -0.12664E+01  0.42500E-02  0.27372E+01
  0.65457E+01  0.95865E+01  0.10657E+02  0.63180E+01  0.93423E+00 -0.26818E+01
 -0.60539E+01 -0.57808E+01 -0.16869E+01  0.22933E+01  0.36672E+01  0.71000E+01
  0.13778E+02  0.15061E+02  0.67423E+01 -0.65139E+01 -0.15989E+02 -0.18675E+02
 -0.14231E+02 -0.72969E+01 -0.10528E+01  0.50716E+01  0.10851E+02  0.10911E+02
  0.21164E+01 -0.47586E+01 -0.44233E+01 -0.36603E+01  0.23760E+00  0.72832E+01
  0.98057E+01  0.36482E+01 -0.71732E+01 -0.17992E+02 -0.19805E+02 -0.10743E+02
 -0.10290E+01  0.46435E+01  0.79844E+01  0.11439E+02  0.11734E+02  0.56874E+01
 -0.17917E+01 -0.49978E+01 -0.38520E+01 -0.29419E+01 -0.21699E+01  0.25901E+01
  0.62162E+01  0.21355E+01 -0.17437E+01 -0.12710E+01  0.43983E+01  0.15123E+02
  0.17137E+02  0.12635E+02  0.59638E+01 -0.93173E+01 -0.24584E+02 -0.14466E+02
  0.58056E+01  0.10747E+02  0.98178E+01  0.71417E+01  0.12458E+01 -0.55068E+01
 -0.10382E+02 -0.11406E+02 -0.98270E+01 -0.70912E+01 -0.53615E+01 -0.33487E+01
  0.17291E+01  0.65736E+01  0.58025E+01  0.11244E+00 -0.66165E+01 -0.10721E+02
 -0.11814E+02 -0.11723E+02 -0.86000E+01 -0.14891E+01  0.46781E+01  0.57337E+01
  0.37267E+01 -0.15974E+01 -0.14290E+02 -0.18587E+02 -0.56040E+01  0.56115E+01
  0.95573E+01  0.13008E+02  0.20363E+02  0.22101E+02  0.17555E+02  0.15757E+02
  0.15125E+02  0.74441E+01 -0.62142E+01 -0.17659E+02 -0.15487E+02 -0.48819E+01
  0.56873E+00  0.32538E+01  0.58794E+01  0.32509E+01 -0.24218E+01 -0.51991E+01
 -0.55056E+01 -0.26771E+01  0.15560E+00 -0.58450E+00 -0.21855E+01 -0.55982E+01
 -0.76267E+01 -0.35811E+01  0.50457E+01  0.18964E+02  0.31731E+02  0.39350E+02
  0.33839E+02  0.20414E+02  0.11711E+02  0.52964E+01 -0.12623E+01 -0.85187E+01
 -0.14191E+02 -0.17052E+02 -0.15917E+02 -0.94140E+01 -0.29727E+01 -0.21775E+01
 -0.58992E+01 -0.58663E+01  0.11208E+01  0.10374E+02  0.15316E+02  0.12849E+02
  0.73748E+01 -0.14867E+01 -0.15365E+02 -0.21968E+02 -0.14476E+02 -0.44623E+01
 -0.33477E+01 -0.76728E+01 -0.10546E+02 -0.16219E+01  0.92644E+01  0.50489E+01
  0.18172E+00  0.67783E+00 -0.20167E+01 -0.76466E+01 -0.55805E+01  0.58945E+01
  0.12748E+02  0.81472E+01  0.33298E+00 -0.63918E+01 -0.60142E+01  0.40255E+00
  0.93841E+01  0.22674E+02  0.33136E+02  0.22808E+02  0.14686E+01 -0.15722E+02
 -0.19165E+02 -0.11718E+02 -0.53664E+01  0.68374E-01  0.57286E+01  0.11263E+02
  0.12526E+02  0.85398E+01  0.28758E+01 -0.46364E+00 -0.19692E+01 -0.77809E+01
 -0.15691E+02 -0.16637E+02 -0.10465E+02 -0.34278E+01  0.13995E+01  0.71211E+01
  0.12513E+02  0.12008E+02  0.88137E+01  0.94204E+01  0.83418E+01  0.12302E+01
 -0.78721E+01 -0.89170E+01  0.19441E+01  0.87471E+01  0.16259E+01 -0.82498E+01
